P1_ID de la respuesta;"P8_¿Ha leido la Politica de Acceso Abierto; disponible aqui: link?";P11_Sexo;P12_Edad;RANGO ETARIO;P13_Area del conocimiento en la cual se enmarca su quehacer;P14_OCDE;P16_Usted es una:;P17_Pais de residencia;P17_RECAT;"P18_Si su pais de residencia es Chile; por favor indique la region";P18_MACROZONA;P19_Nombre Institucion;P21_Sector al que pertenece la institucion;P22_Sector economico en el que se desempeña la institucion;P23_area del conocimiento en la cual se enmarca su quehacer2;P26_Cargo dentro de la institucion de quien responde;P27_CARGO_RECAT;P29_Respecto del objetivo de esta politica ¿Que tan de acuerdo o en desacuerdo esta usted?;p29_recat;"P30_Por favor; ¿podria darnos mas antecedentes que expliquen su respuesta?";p30_recat;"P31_En su opinion; ¿hay otros aspectos que deberian incluirse dentro del objetivo general?";"P32_Si respondio afirmativamente; por favor; indique cuales serian esos aspectos:";p32_recat;P33_Respecto de los objetivos especificos de esta politica ¿Que tan de acuerdo o en desacuerdo esta usted?;p33_recat;"P35_Por favor; ¿podria darnos mas antecedentes que expliquen su respuesta?4";p35_recat;"P36_En su opinion; ¿hay otros aspectos que deberian incluirse dentro de los objetivos especificos?";"P37_Si respondio afirmativamente; por favor; indique cuales serian esos aspectos:5";p37_recat;P38_Sobre lo anterior:  Indique su nivel de acuerdo o desacuerdo respecto a las dos fases de implementacion que señala la Politica de Acceso Abierto;p38_recat;"P39_Por favor; ¿podria darnos mas antecedentes que expliquen su respuesta? ";p39_recat;"P40_En su opinion; ¿hay otros aspectos que deberian incluirse dentro de la implementacion de la Politica de Acceso Abierto?";"P41_Si respondio afirmativamente; por favor; indique cuales serian esos aspectos.";p41_recat;"P42_Por favor; señale su nivel de acuerdo o desacuerdo respecto de esta obligacion:";p42_recat;"P43_Por favor; ¿podria darnos mas antecedentes que expliquen su respuesta?6";P43_RECAT;"P44_En su opinion; ¿hay otros aspectos que deberian incluirse dentro de las obligaciones indicadas en el parrafo?";"P45_Si respondio afirmativamente; por favor; indique cuales deberian ser esos aspectos:";P45_RECAT;"P46_De acuerdo a lo descrito; señale su nivel de acuerdo o desacuerdo respecto de esta obligacion.";P46_RECAT;"P47_Por favor; ¿podria darnos mas antecedentes que expliquen su respuesta?7";P47_RECAT;"P48_En su opinion; ¿hay otros aspectos que deberian incluirse dentro de las obligaciones indicadas para los datos de investigacion?";"P49_Si respondio afirmativamente; por favor; indique cuales serian esos aspectos:8";P49_RECAT;"P50_Por favor; señale su nivel de acuerdo o desacuerdo respecto de estas acciones:";P50_RECAT;"P51_Por favor; ¿podria darnos mas antecedentes que expliquen su respuesta?9";p51_recat;"P52_En su opinion; ¿hay otros aspectos que deberian incluirse dentro de las acciones que debe ejecutar la ANID para implementar la Politica de Acceso Abierto?";"P53_Por favor; indique cuales deberian ser esos aspectos:";p53_recat;P54_¿Que otros aspectos usted considera que debiesen ser abordados en la Politica de Acceso Abierto y_o en las acciones para su implementacion?;p54_recat
2038;Si;No responde;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Persona Juridica;CHILE;CHILE;NO APLICA;NO APLICA;SIN INFORMACIoN;No responde;No responde;No responde;a;NO RESPONDE;No responde;NS_NR;;;No responde;;;No responde;NS_NR;;;No responde;;;No responde;NS_NR;;;No responde;;;No responde;NS_NR;;;No responde;;;No responde;NS_NR;;;No responde;;;No responde;NS_NR;;;No responde;;;;
2112;No;Hombre;35;ENTRE 31 Y 40;SENSORES REMOTOS;INGENIERIA Y TECNOLOGIA;Persona Natural;CHILE;CHILE;09. LA ARAUCANiA;SUR;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;Si;"Una evaluacion concreta de los resultados alcanzados; o mejor dicho una verificacion de que los resultados fueron alcanzados y no solo estan escritos. Esto en el marco de proyecto que dicen haber realizado o alcanzado ciertos resultados; especialmente en el sector productivo.";1;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;;
2116;Si;Mujer;52;ENTRE 51 Y 60;QUIMICA ANALITICA;CIENCIAS NATURALES;Persona Natural;CHILE;CHILE;13. METROPOLITANA;RM;;;;;;;Ni acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;"Esta encuesta llego hoy y vence hoy; o sea una distribucion un poco rapida; creo que deberian hacer focus group respecto al tema.
La proteccion de la informacion tambien es relevante de considerar.
Lo que creo que se deberia hacer es promover una base de datos donde sea de facil busqueda lo publicado con fondos publicos; con la informacion del autor correspondiente para que se le pueda solicitar copia de la publicacion.";1;Si;"Creo que deberia incluirse el acceso a la informacion de generacion del conocimiento; ademas de la productividad que se obtiene de los proyectos y busqueda de investigadores y sus areas de  trabajo.

Partiria por bases de datos abiertas eficientes de busqueda de informacion mas alla de publicaciones o productividad.";1;En desacuerdo;Muy en desacuerdo o desacuerdo;"Esto estaria abierto a todo el mundo ??; como lo limitarian a Chile; casi utopico creo yo.
Con lo cual la industria podria obtener infromaciion relevante vulnerando a los investigadores";1;No;;;Ni de acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;"Creo que existe la posibilidad de acceso a la publicacion hoy en dia.
Creo que ANID debe fortalecer el encontrar la informacion a traves de buscadores eficientes; donde se obtenga informacion no solo de productos; sino tb de propuestas ejecutadas; en ejecucion; y su productividad.";1;No;;;Ni de acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;creo que el tema de los derechos de propiedad deben analizarse con mas detalle.;1;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;;
2118;No responde;Mujer;64;MAYOR DE 60;TECNOLOGIA DE LOS ALIMENTOS;INGENIERIA Y TECNOLOGIA;Persona Natural;CHILE;CHILE;13. METROPOLITANA;RM;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;Hacer visible la investigacion realizada para que sea aprovechada en nuevos avances. Mejorar los indices de impacto en cuanto a citaciones en publicaciones cientificas y formar redes con investigadores que esten trabajando en temas relacionados. El conocimiento progresa.;1;Si;Me parece que es necesario quien nos otorga el financiamiento tambien tenga la posibilidad de mostrar los beneficios de ello. Si bien esta la posibilidad hay que dejar claro que aquellas memorias y publicaciones que forman parte de un tramite de patentacion quede explicitado la espera.;1;Muy de acuerdo;Muy de acuerdo o de acuerdo;Es la misma anterior;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;"Es bueno considerar asemejarse a lo que ocurre cuando se obtiene la informacion de una Editorial. Sin embargo; dificil de controlar. Hay muchos medios de conseguir informacion";1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;"Orden; transparencia Ya se hace en Universidades. La informacion se cruzara; Tambien en otras redes internacionales";1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;Muy bien la difusion Los costos que genere esta gestion es un problema cuando no hay proyectos que sustente;1;No;;;Felicitaciones¡¡;1
2119;Si;Mujer;32;ENTRE 31 Y 40;BIOTECNOLOGIA AGRICOLA;CIENCIAS AGRICOLAS;Persona Natural;CHILE;CHILE;13. METROPOLITANA;RM;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;Es una forma de acercar el conocimiento y que este pueda llegar a mas personas.;1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;"Se podria considerar la opcion de difusion a Universidades y profesores para que estos durante sus cursos realicen trabajos con sus alumnos basandose en datos reales de investigaciones. Quizas tambien incluir una autorizacion del autor; para estar disponible a discusiones. De esta forma; al momento de formar nuevos profesionales ; estos ya tendran conciencia sobre las investigaciones que se realizan en el pais.";1
2127;Si;Hombre;49;ENTRE 41 Y 50;GEOGRAFIA CULTURAL Y ECONOMICA;CIENCIAS SOCIALES;Persona Natural;CHILE;CHILE;13. METROPOLITANA;RM;;;;;;;De acuerdo;Muy de acuerdo o de acuerdo;en general me parece bien y estoy de acuerdo - solamente con respecto a la disposicion de los datos tengo dudas de naturaleza etica;1;Si;"Sugiero dos puntos
- explicitar la caracteristica de ""bien publico"" del conocimiento
- agregar una frase o palabras que aclaren que el acceso abierto a los datos de investigacion se rige por consideraciones eticas; lo que implica que hay datos de investigacion que no pueden ser de acceso abierto.";1;De acuerdo;Muy de acuerdo o de acuerdo;"muy de acuerdo. Solamente en el tercer punto me preocupan dos aspectos. (1) las consideraciones eticas: datos confidenciales; por ejemplo de entrevistas; no pueden ser reutilizados en otro contexto. No se trata solamente de anonimizarlos; sino las entrevistas (y otras tecnicas de produccion de datos) se realizan con una cierta finalidad; esta finalidad se comunica al entrevistado y el da su consentimiento informado para utilizar la entrevista con ESTA finalidad (y solamente con esta). No se puede pasar a otra investigacion; descontextualizar; y por ende obviamente tampoco se puede poner en un repositorio (confidencialidad debe ser resguardada 100%).  (2) la proteccion de los derechos de autor. La creacion de datos puede ser parte del proceso creativo; por lo cual debe ser protegido; por lo menos por un cierto tiempo... Habria que definir mecanismos para esto";1;Si;"- en el tercer punto aclararia que se busca facilitar la reutilizacion; pero resguardando los principios eticos (eximiendo todo dato confidencial de la publicacion) y resguardando los derechos de autor";1;De acuerdo;Muy de acuerdo o de acuerdo;El asunto legal asociado a la primera fase deberia estar asegurado por ANID para que no descanse en el IR asegurar que pueda subir el archivo al repositorio ANID - o en el peor de los casos que una revista muy conocido _ una editorial no lo permita y por ende el IR no puede publicar alli o no puede cumplir con la exigencia de ANID;1;No responde;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;De acuerdo;Muy de acuerdo o de acuerdo;"- El ultimo punto es crucial. Habria que definir procedimiento y criterio para esto; para que los investigadores tengan certeza al respecto antes de empezar con la generacion de datos. Esto es crucial para la investigacion cualitativa y temas posiblemente delicados _ conflictivos que requieren absoluta confidencialidad. Se podria involucrar en esto los comites de etica de las instituciones patrocinantes: por ejemplo que ellos aprueban un proyecto pero con la confidencialidad garantizada; sin publicacion de datos.
- Sobre el tema de ""autoria"" de los datos: me parece bien que pueden estar subido hasta un año despues del informe final para darle tiempo al investigador para generar publicaciones a raiz de su trabajo de campo_generacion de datos. Sin embargo; me parece que se deberia agregar la posibilidad de extender este plazo si hay una justificacion fundamentada (posiblemente propia de la disciplina) - o posiblemente incluso una excepcion si se trata de una innovacion metodologica fundamental.";1;Si;Sugerencia: agregar la obligacion de todos investigadores que en el futuro vayan a usar los datos de citar el AUTOR de los datos (de una manera a definir en el repositorio) e incluir la obligacion de incluir el enlace al REPOSITORIO (los dos.... no solamente el repositorio).;1;De acuerdo;Muy de acuerdo o de acuerdo;;;Si;"en el punto 3 agregar ""establecer e implementar los mecanismos de excepcion"".";1;;
2128;No;Mujer;32;ENTRE 31 Y 40;ANTROPOLOGIA;CIENCIAS SOCIALES;Persona Natural;CHILE;CHILE;13. METROPOLITANA;RM;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;Si;"Tambien se podrian incluir los datos de tesis de pregrado que obtengan financiamiento en el marco de algun fondo tipo FONDECYT; FONIS; etc";1;En desacuerdo;Muy en desacuerdo o desacuerdo;"La ANID deberia promover la publicacion de articulos; preferentenemente; en revistas de acceso abierto";1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;En desacuerdo;Muy en desacuerdo o desacuerdo;"Un año de plazo posterior al termino del financiamiento es muchisimo tiempo como para que otros investigadores puedan hacer uso de ellos. Deberia ser parte de las actividades de finalizacion de un fondo; incluyendo financiamiento (apoyo tecnico)para esta nueva tarea exigida.

No deberian haber exclusiones por confidencialidad. Esto deberia suponer un desafio desde el momento de recoleccion de datos y elaboracion de consentimientos informados; para investigadores; tesistas; etc; desde el momento de su produccion_recoleccion";1;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;"seria importante tener en consideracion los estandares eticos dentro de los cuales se enmarcaria el uso de los datos (proteccion de las personas que participan en los estudios)
Tambien creo que deberia solicitarse a quien use estos datos publicos; los utilice y publique con los mismos derechos de autor y con fines no comerciales; o al menos; ver alguna forma de tributacion por la utilizacion de ellos.";1
2132;Si;Hombre;64;MAYOR DE 60;INGENIERIA ARQUITECTONICA;INGENIERIA Y TECNOLOGIA;Persona Natural;CHILE;CHILE;13. METROPOLITANA;RM;;;;;;;Muy en desacuerdo;Muy en desacuerdo o desacuerdo;Por lo general conseguir RRPP es dificil cuando no imposible. Por lo regular el aporte es una fraccion de la inversion total y seria abusivo que porque pusieron un poco de plata se hagan dueños del conocimiento. Distinto es cuando un investigador de antemano conviene la disponibilidad de sus resultados al acceder a los recursos o se estableciera una participacion porcentual en los retornos economicos que se genere.;1;Si;"Una legislacion pesada desde la necesidad de incentivar la I & D. No anularla. Si una norma como la propuesta se implementa muchos optariamos por postular a otras fuentes de recursos; incluso extranjeras. Parece una idea super bien intencionada y politicamente correcta pero “no rasca donde pica”";1;En desacuerdo;Muy en desacuerdo o desacuerdo;I & D con financiamiento del estado si debe tener un acucioso escrutinio y evaluacion. Incluso una rendicion de cuentas y demostracion de cumplimiento de metas. Pero de ahi a que los resultados deban ser publicos hay un mar de distancia.;1;Si;"Deberia existir un registro de ideas y propuestas facil de acceder y sin costo donde se proteja esas ideas en caso que alguien las use sin permiso de su creador. Obtener patentes para todo es complejo; largo y costoso. Incluso el propio estado (Hace ya tiempo) cuando se le ha expuesto una idea ha actuado como un ....";1;Muy de acuerdo;Muy de acuerdo o de acuerdo;Todo lo que un inventor o investigador publique es por cierto publico y ahi apoyo que se potencie la difusion a todo nivel. BRAVO. Upa!!;1;No;;;Ni de acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;En este aspecto creo que lo relevante es que exista transparencia en relacion a lo que se publica porque es de interes y lo que paga para aparecer.;1;No;;;Muy en desacuerdo;Muy en desacuerdo o desacuerdo;Ya lo expuse al principio;;No;;;Ni acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;Son aspectos secundarios;1;No;;;Que el organo encargado sea un difusor y agente de comunicacion entre investigadores pero de ninguna manera se convierta en una agencia de informacion cuyo manejo dificilmente podremos garantizar sera bien llevada. La practica indica que lo mas probable es que sea lo contrario;1
2133;Si;Hombre;40;ENTRE 31 Y 40;FARMACOLOGIA Y FARMACIA;MEDICINA Y CIENCIAS DE LA SALUD;Persona Natural;CHILE;CHILE;13. METROPOLITANA;RM;;;;;;;De acuerdo;Muy de acuerdo o de acuerdo;Me parece adecuado que la inversion que hace el estado en investigacion se vea reflejada en productos de interes y conocimiento publico.;1;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;"Sinceramente; la ruta dorada me parece un desproposito. De acuerdo a la experiencia que he visto en varios paises de Europa; la denominada ruta dorada afecta de manera muy; muy significativa el presupuesto para investigacion pues estos derechos son extremadamente altos en relacion con los presupuestos adjudicados con los proyectos. Mis mismos colegas europeos; donde la inversion en investigacion; y por cada proyecto; es mucho mas alta que aca; lamentan mucho que una parte muy; muy significativa de los recursos vayan para pagar esto. Si para los europeos ya es una problema; imaginense lo que que sera para un pais subdesarrollado como el nuestro y donde la inversion en I + D (en terminos del porcentaje del PIB) es mucho menor. Sinceramente; creo que esa cantidad de recursos deberia ser orientada hacia el mejor posicionamiento de Chile para la obtencion de resultados de investigacion ""que para este proposito"" (aunque dichos gasto no salgan de cada proyecto sino centralmente de ANID; es dinero que se podria utilizar para otorgar mas proyectos de investigacion). ES IMPORTANTE DESTACAR QUE EN EL DOCUMENTO ENTREGADO POR USTEDES NO SE HACE MENCIoN A LA MAGNITUD DE GASTOS EN QUE SE INCURRIRaN; ESTA PARCIALIDAD EN LA INFORMACIoN HARa QUE LAS PERSONAS QUE RESPONDAN ESTeN SESGADAS PUES NO MAGNIFICAN EL GASTO (DE BUENAS A PRIMERAS PARECE QUE ES UNA BUENA IDEA APOYAR PERO; PROFUNDIZANDO EN LOS COSTOS; SEGURAMENTE MUCHOS INVESTIGADORES COMO YO NO LO APOYARiAN). En resumen; no estoy de acuerdo con la ruta dorada pues es un lujo que no nos podemos dar (incluso los investigadores de europa lo consideran un desproposito debido a las cantidades muy grandes de recursos pagados por esto).";1;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;"Esta es una estrategia Pais y donde aparentemente se invertira una cantidad significativa de recursos (especialmente en la denominada ruta dorada y_u otros aspectos). La documentacion planteada no aborda cifras; lo que la hace parcial y no permitiendo a la comunidad cientifica abordar con propiedad la idea (muchos no van a considerar este aspecto y sencillamente diran si; pues parece una buena idea; pero podria tener costos criticos en el escenario cientifico nacional). Tampoco estoy de acuerdo en que no haya una decision democratica de la comunidad cientifica para abordar esto; una votacion en la que este involucrada la comunidad cientifica; que ademas sea claramente informada acerca de las repercuciones positivas y negativas de la propuesta (especialmente en los aspectos economicos);  parece ser lo adecuado en este punto. Estoy a su disposicion para poder abordar estos aspectos con mayor profundidad y; eventualmente; ser un aporte para poder visualizar el escenario y sus potenciales impactos.";1
2134;Si;Mujer;37;ENTRE 31 Y 40;BIOLOGIA CELULAR;CIENCIAS NATURALES;Persona Natural;CHILE;CHILE;14. LOS RiOS;SUR;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;;
2141;Si;Hombre;60;ENTRE 51 Y 60;BIOQUIMICA;CIENCIAS NATURALES;Persona Natural;CHILE;CHILE;13. METROPOLITANA;RM;;;;;;;De acuerdo;Muy de acuerdo o de acuerdo;Siempre y cuando despues de publicar todos los datos  para no afectar al postulante;1;Si;Siempre y cuando despues de publicar todos los datos  para no afectar al postulante;1;De acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;Muy en desacuerdo;Muy en desacuerdo o desacuerdo;es poco realista el plazo para publicar trabajo de buena calidad;1;No responde;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;;
2142;No responde;Hombre;41;ENTRE 41 Y 50;DERECHO;CIENCIAS SOCIALES;Persona Natural;CHILE;CHILE;13. METROPOLITANA;RM;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;Si;"Si. La politica debe asegurar no solo la disponibilidad del conocimiento cientifico; sino tambien asegurar la reutilizacion de los mismos. Una politica de acceso abierto sin incluir reutilizacion no es una politica de acceso abierto en sentido estricto.";1;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;Si;"Respecto de la reutilizacion (que no se menciona en el objetivo general; ya indicado); ella no solo se hace posible ""a traves de estandares de interoperabilidad""; sino tambien a traves de estandares de propiedad intelectual asociados. Me llama poderosamente la atencion la poca mencion que se hace de estos estandares de propiedad intelectual en la politica de acceso abierto. 

Asi como no basta con el acceso; tampoco basta con que la reutilizacion se pretenda asegurar a traves de estandares de interoperabilidad. La utilizacion de licencias estandarizadas de acceso abierto para documentacion y datos de informacion cientifica deben ser parte de la deficicion y del corazon de esta politica de acceso abierto. Es muy notoria la omision de este punto.

En particular; se recomienda la utilizacion de una licencia Creative Commons Atribucion (https:__creativecommons.org_licenses_by_4.0_ )o bien Atribucion - Compartir Igual (https:__creativecommons.org_licenses_by-sa_4.0_) para documentacion; y en el caso de datos una marca CC0 (https:__creativecommons.org_publicdomain_zero_1.0_) que segure que dichos datos esten en dominio publico y por tanto libre de restricciones.";1;De acuerdo;Muy de acuerdo o de acuerdo;"Si bien estoy en general de acuerdo; no me parece del todo claro las razones de la decision de la Agencia en orden a preferir una ruta en lugar de otra. Dichas ""rutas"" para el acceso abierto pueden ser implementadas en paralelo; tal como sugiere Peter Suber en Suber; Peter. Open Access. MIT Press; 2013. pags 77 y ss.";1;No responde;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;No responde;NS_NR;;;Si;"Lo dicho anteriormente; que licencia o marca se va a utilizar. Se recomienda el uso de CC0 para datos y CC BY para documentacion.";1;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;"Lo ya indicado anteriormente. Una politica no es de acceso abierto si omite la gestion de derechos de autor asociada. El mandato de la ANID coherente con la politica sugerida debiera incluir el uso de una licencia CC BY para documentacion y CC0 para datos. 

Adicionalmente; me parece pertinente indicar que en la parte de las definiciones es necesario precisar el concepto de Acceso Abierto. La definicion propuesta confunde ""Green OA"" con OA. La definicion correcta de Acceso abierto (OA) implica acceso digital; gratuito y libre de restricciones legales para el contenido. Por lo demas; dicha definicion es coherente con la politica propuesta; por lo que es llamativa la confusion al momento de las definiciones.";1
2143;Si;Hombre;44;ENTRE 41 Y 50;ESTADISTICAS Y PROBABILIDADES;CIENCIAS NATURALES;Persona Natural;CHILE;CHILE;05. VALPARAiSO;CENTRO;;;;;;;De acuerdo;Muy de acuerdo o de acuerdo;"Se concentra mas que nada en las publicaciones cientificas; pero no en el acceso a informacion para realizar estudios; los permisos necesarios o si habran accesos segun la contingencia (por ejemplo con COVID-19) a datos anonimizados sin pedir consentimiento informado (tal vez esta fuera del alcance de la politica; pero me parece importante mencionar esto).";1;Si;"El acceso a la informacion clinica anonimizada sin pedir consentimiento informado por ejemplo; obviamente considerando la proteccion de datos del paciente.";1;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;;
2144;No;Hombre;36;ENTRE 31 Y 40;BIOQUIMICA;CIENCIAS NATURALES;Persona Natural;CHILE;CHILE;13. METROPOLITANA;RM;;;;;;;De acuerdo;Muy de acuerdo o de acuerdo;"Creo que es importante publicar en open access; y si desde ANID se potenciara; sera muy bueno";1;No;;;De acuerdo;Muy de acuerdo o de acuerdo;Es importante que exista transparencia en la data y que se pueda usar por otros cientificos;1;No;;;De acuerdo;Muy de acuerdo o de acuerdo;Se debiesen asegurar esos fondos en los proyectos;1;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;El aseguramiento de los fondos en los proyectos;1
2152;Si;Hombre;39;ENTRE 31 Y 40;FISICA DE PLASMAS Y FLUIDOS;CIENCIAS NATURALES;Persona Natural;CHILE;CHILE;06. LIBERTADOR GENERAL BERNARDO O'HIGGINS;CENTRO SUR;;;;;;;De acuerdo;Muy de acuerdo o de acuerdo;"El objetivo ""asegurar la disponibilidad del conocimiento cientifico contenido en las publicaciones resultantes de la ejecucion de proyectos de investigacion financiados con recursos publicos"". Me parece excelente. 

En terminos de redaccion del objetivo; no me cuaja bien la frase siguiente ""Los resultados que tambien abarca esta politica publica de acceso abierto incluyen las tesis elaboradas en el marco de los programas de becas y los datos de investigacion”; pues considero que las tesis quedarian mejor incluidas en la frase inicial. 
Si se entiende por publicaciones aquellas indexadas; sugeriria reemplazar ""en las publicaciones resultantes"" por ""en las publicaciones y tesis resultantes"".";1;No;;;De acuerdo;Muy de acuerdo o de acuerdo;"Los objetivos especificos me parecen bien. 

Sin embargo; creo necesario poner especial cuidado en el objetivo ""Asegurar a la ciudadania el acceso al conocimiento cientifico contenido en las publicaciones resultantes de proyectos de investigacion y en las tesis de posgrado financiados por la Agencia.""

En Chile una gran parte de la poblacion no domina el ingles; que es el lenguaje por excelencia de las publicaciones (sobre todo en las areas de ciencias naturales y exactas). Por esto; para creo que para la ciudadania no basta tener disponibles las publicaciones cientificas. En lo que lei de la politica; veo un vacio en este respecto.
Me parece sumamente importante la politica; pero creo que para este objetivo en particular; es solo un primer paso.";1;No;;;De acuerdo;Muy de acuerdo o de acuerdo;"Las fases me parecen bien; pero hay ingredientes extra; que comento a continuacion.";1;Si;"Mencione en mi comentario acerca del objetivo especifico 1; que la politica queda corta respecto a asegurar el acceso a la ciudadania; simplemente porque gran parte de las publicaciones cientificas son escritas en ingles; y ademas en un lenguaje altamente tecnico.
Considero entonces que seria importante que las publicaciones (o los proyectos financiados por anid) sean acompañadas de otras estrategias de difusion hacia la ciudadania; ya sea a nivel de publico general; o de publico objetivo.";1;De acuerdo;Muy de acuerdo o de acuerdo;Pienso que se deben generar instructivos para que podamos dar este paso de manera adecuada.;1;No;;;De acuerdo;Muy de acuerdo o de acuerdo;Me parece bien. Pero son cosas que toman tiempo en que la comunidad cientifica se adapte. Sobre todo si son condiciones que no habian sido especificadas en las bases de postulacion.;1;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;"Ya he mencionado que el acceso a las publicaciones no asegura el acceso del conocimiento a la poblacion. Eso es lo que mas me inquieta.

Ademas pienso que la implementacion de la politica es delicada; sobre todo para quienes no tienen costumbre. A partir de los siguientes concursos estos lineamientos deben ser manifestados explicitamente en las bases. Pero tambien se podria considerar que los mismos investigadores planteen su modelo de acceso a publicaciones y datos; y que esto sea un ambito de evaluacion. Eso ayudaria a sea algo mas propio.";1
2155;No;Hombre;63;MAYOR DE 60;QUIMICA ORGANICA;CIENCIAS NATURALES;Persona Natural;CHILE;CHILE;13. METROPOLITANA;RM;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;Todos deben tener acceso al conocimiento y desarrollo de la ciencia.;1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;"solo un pais educado; con acceso a la cultura ( en todo ambito) puede llega a desarrollarse plenamente. Pero hay que asegurara la igualdad de oportunidades";1;No;;;Ni de acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;;;Si;"Actualmente; hay muchas publicaciones llamadas de open access  en que se debe pagar para que publiquen el articulo. El financiamiento de los proyectos no alcanza para cubrir estos gastos";1;De acuerdo;Muy de acuerdo o de acuerdo;ANID debiera coordinar y financiar el acceso a las diferentes bases de datos para tas la Universidades y centros de Investigacion;1;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Mas fondos para la ciencia y la cultura;1
2157;Si;Hombre;38;ENTRE 31 Y 40;POLIMEROS;CIENCIAS NATURALES;Persona Natural;CHILE;CHILE;08. BIOBiO;CENTRO SUR;;;;;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Ni acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;;
